    igrf2015
 8  6371.2 2015.0
 1  0      10.30      0.00
 1  1      18.10    -26.60
 2  0      -8.70      0.00
 2  1      -3.30    -27.40
 2  2       2.10    -14.10
 3  0       3.40      0.00
 3  1      -5.50      8.20
 3  2      -0.70     -0.40
 3  3     -10.10      1.80
 4  0      -0.70      0.00
 4  1       0.20     -1.30
 4  2      -9.10      5.30
 4  3       4.10      2.90
 4  4      -4.30     -5.20
 5  0      -0.20      0.00
 5  1       0.50      0.60
 5  2      -1.30      1.70
 5  3      -0.10     -1.20
 5  4       1.40      3.40
 5  5       3.90      0.00
 6  0      -0.30      0.00
 6  1      -0.10      0.00
 6  2      -0.70     -2.10
 6  3       2.10     -0.70
 6  4      -1.20      0.20
 6  5       0.30      0.90
 6  6       1.60      1.00
 7  0       0.30      0.00
 7  1      -0.20      0.80
 7  2      -0.50      0.40
 7  3       1.30     -0.20
 7  4       0.10     -0.30
 7  5      -0.60     -0.60
 7  6      -0.80      0.10
 7  7       0.20     -0.20
 8  0       0.20      0.00
 8  1       0.00     -0.30
 8  2      -0.60      0.30
 8  3       0.50      0.10
 8  4      -0.20      0.50
 8  5       0.40     -0.20
 8  6       0.10     -0.30
 8  7      -0.40      0.30
 8  8       0.30      0.00
