     255    254    255      0
     254    252    255      0
     253    249    255      0
     252    246    255      0
     251    243    255      0
     250    240    255      0
     249    238    255      0
     248    235    255      0
     247    232    255      0
     246    229    255      0
     245    226    255      0
     244    224    255      0
     243    221    255      0
     242    218    255      0
     241    215    255      0
     240    212    255      0
     239    210    255      0
     238    207    255      0
     237    204    255      0
     236    201    255      0
     235    198    255      0
     234    196    255      0
     233    193    255      0
     232    190    255      0
     231    187    255      0
     230    184    255      0
     229    182    255      0
     228    179    255      0
     227    176    255      0
     226    173    255      0
     225    170    255      0
     224    168    255      0
     223    165    255      0
     222    162    255      0
     221    159    255      0
     220    156    255      0
     219    154    255      0
     218    151    255      0
     217    148    255      0
     216    145    255      0
     215    142    255      0
     214    140    255      0
     213    137    255      0
     212    134    255      0
     211    131    255      0
     210    128    255      0
     209    126    255      0
     208    123    255      0
     207    120    255      0
     206    117    255      0
     205    114    255      0
     204    112    255      0
     203    109    255      0
     202    106    255      0
     201    103    255      0
     200    100    255      0
     199     98    255      0
     198     95    255      0
     197     92    255      0
     196     89    255      0
     195     86    255      0
     194     84    255      0
     193     81    255      0
     192     78    255      0
     191     75    255      0
     190     72    255      0
     189     70    255      0
     188     67    255      0
     187     64    255      0
     186     61    255      0
     185     58    255      0
     184     56    255      0
     183     53    255      0
     182     50    255      0
     181     47    255      0
     180     44    255      0
     179     42    255      0
     178     39    255      0
     177     36    255      0
     176     33    255      0
     175     30    255      0
     174     28    255      0
     173     25    255      0
     172     22    255      0
     171     19    255      0
     170     16    255      0
     169     14    255      0
     168     11    255      0
     167      8    255      0
     166      5    255      0
     165      2    255      0
     164      0    252      3
     163      0    245     10
     162      0    238     17
     161      0    231     24
     160      0    224     31
     159      0    217     38
     158      0    210     45
     157      0    203     52
     156      0    196     59
     155      0    189     66
     154      0    182     73
     153      0    175     80
     152      0    168     87
     151      0    161     94
     150      0    154    101
     149      0    147    108
     148      0    140    115
     147      0    133    122
     146      0    126    129
     145      0    119    136
     144      0    112    143
     143      0    105    150
     142      0     98    157
     141      0     91    164
     140      0     84    171
     139      0     77    178
     138      0     70    185
     137      0     63    192
     136      0     56    199
     135      0     49    206
     134      0     42    213
     133      0     35    220
     132      0     28    227
     131      0     21    234
     130      0     14    241
     129      0      7    248
     128      1      0    255
     127      8      0    255
     126     15      0    255
     125     22      0    255
     124     28      0    255
     123     35      0    255
     122     42      0    255
     121     49      0    255
     120     56      0    255
     119     63      0    255
     118     70      0    255
     117     76      0    255
     116     83      0    255
     115     90      0    255
     114     97      0    255
     113    104      0    255
     112    111      0    255
     111    118      0    255
     110    124      0    255
     109    131      0    255
     108    138      0    255
     107    145      0    255
     106    152      0    255
     105    159      0    255
     104    165      0    255
     103    172      0    255
     102    179      0    255
     101    186      0    255
     100    193      0    255
      99    200      0    255
      98    207      0    255
      97    213      0    255
      96    220      0    255
      95    227      0    255
      94    234      0    255
      93    241      0    255
      92    248      0    255
      91    255      0    254
      90    255      0    252
      89    255      0    249
      88    255      0    246
      87    255      0    243
      86    255      0    240
      85    255      0    238
      84    255      0    235
      83    255      0    232
      82    255      0    229
      81    255      0    226
      80    255      0    224
      79    255      0    221
      78    255      0    218
      77    255      0    215
      76    255      0    212
      75    255      0    210
      74    255      0    207
      73    255      0    204
      72    255      0    201
      71    255      0    198
      70    255      0    196
      69    255      0    193
      68    255      0    190
      67    255      0    187
      66    255      0    184
      65    255      0    182
      64    255      0    179
      63    255      0    176
      62    255      0    173
      61    255      0    170
      60    255      0    168
      59    255      0    165
      58    255      0    162
      57    255      0    159
      56    255      0    156
      55    255      0    154
      54    255      0    151
      53    255      0    148
      52    255      0    145
      51    255      0    142
      50    255      0    140
      49    255      0    137
      48    255      0    134
      47    255      0    131
      46    255      0    128
      45    255      0    126
      44    255      0    123
      43    255      0    120
      42    255      0    117
      41    255      0    114
      40    255      0    112
      39    255      0    109
      38    255      0    106
      37    255      0    103
      36    255      0    100
      35    255      0     98
      34    255      0     95
      33    255      0     92
      32    255      0     89
      31    255      0     86
      30    255      0     84
      29    255      0     81
      28    255      0     78
      27    255      0     75
      26    255      0     72
      25    255      0     70
      24    255      0     67
      23    255      0     64
      22    255      0     61
      21    255      0     58
      20    255      0     56
      19    255      0     53
      18    255      0     50
      17    255      0     47
      16    255      0     44
      15    255      0     42
      14    255      0     39
      13    255      0     36
      12    255      0     33
      11    255      0     30
      10    255      0     28
       9    255      0     25
       8    255      0     22
       7    255      0     19
       6    255      0     16
       5    255      0     14
       4    255      0     11
       3    255      0      8
       2    255      0      5
       1    255      0      2
       0    255      0      0
